HITId,Input.text,Answer.sentiment.label
39I4RL8QGJINGL7Q7W9FZE16T57H4U,RT @KTLA: Marlen Ochoa-Lopez was nine months pregnant when she went missing.Ã¢â‚¬â€_ https://t.co/G2OX7aPQMH,Not about the police
39KMGHJ4RZBV6XJTQNFSHJCCQCO00U,@Kratoslives ThereÃ¢â‚¬â„¢s no way you actually believe that ... many large cities such as my new city Chicago have over aÃ¢â‚¬_ https://t.co/w4lmlpVJob,Not about the police
39KV3A5D1889PH3PKOJL64SITID7SO,"Chicago Tribune Finds 27,000 Illinois Residents Failed to Surrender Firearms or Account for Firearms After FOID CarÃ¢â‚¬_ https://t.co/h5LGStMQgy",About the police - Neutral
39KV3A5D1889PH3PKOJL64SITIE7SP,"Ex-Chicago police commander pleads guilty to stealing $363,000 from Social Security after mother's deathÃ¢â‚¬_ https://t.co/NKjFaNZxq6",About the police - Positive
39N6W9XWRDOPEWQZCXF4U3TC96SGYE,"Baby ChaseÃ¢â‚¬â„¢s Mother Thrilled At His Recovery From Shooting, Frustrated With Police Investigation; Ã¢â‚¬ËœEveryoneÃ¢â‚¬â„¢s LookiÃ¢â‚¬_ https://t.co/9lgDzVEYCW",About the police - Positive
39N6W9XWRDOPEWQZCXF4U3TC96SYGW,https://t.co/ymWN2yg7dA Virtual reality technology will be used to help in training Chicago police officers on howÃ¢â‚¬_ https://t.co/U4go2JfzXM,About the police - Neutral
39N6W9XWRDOPEWQZCXF4U3TC96TGYF,Police: Man Took Electric Shopping Cart On Drunken Shoplifting Joyride InsideÃ‚ Walmart https://t.co/PrpfMcAyvd https://t.co/cV2jd7gRS5,About the police - Neutral
39O0SQZVJN8XO23C5ZJGGUNM7GU7R0,"Molotov Cocktails Thrown At Chicago Synagogue, PoliceÃ‚ Say https://t.co/BM58AE3Dyc https://t.co/wWRvSEj3ug",About the police - Positive
39O0SQZVJN8XO23C5ZJGGUNM7GUR7K,A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes was strangledÃ¢â‚¬_ https://t.co/MgTwgAA49m,About the police - Neutral
39O6Z4JLX2YJWOQKWWSOBQPDUFMVXC,Lori Lightfoot will have a powerful ally as she seeks to fulfill her promise to overhaul the Chicago Police DepartmÃ¢â‚¬_ https://t.co/3yqXFLvy8n,About the police - Positive
39O6Z4JLX2YJWOQKWWSOBQPDUFMXVE,RT @JeffSarcastic: @lauriecrosswell Why arenÃ¢â‚¬â„¢t you popular with the Chicago police department?,About the police - Neutral
39RRBHZ0AU281JQZXEG98B5O2FJZVC,The Latest: 3 arrested in death of pregnant woman CHICAGO (AP) Ã¢â‚¬â€ù The Latest on the slaying of a pregnant Chicago wÃ¢â‚¬_ https://t.co/fl4M7TbhTY,Not about the police
39RRBHZ0AU281JQZXEG98B5O2FKVZ9,RT @cbschicago: Heavy Police Response In Chicago HeightsÃ‚ Neighborhood https://t.co/NRluIAsvM7 https://t.co/rB60x96yDp,Not about the police
39RRBHZ0AU281JQZXEG98B5O2FKZVD,Pedestrian struck by driver identified: police https://t.co/AzOF9K8poc,About the police - Neutral
39TX062QX1PZKFO1CMMISVXU3VSX3G,A few more photos from yesterdayÃ¢â‚¬â„¢s Candlelight Vigil during National Police Week at the National Mall in WashingtonÃ¢â‚¬_ https://t.co/3yOpDYhwVR,About the police - Positive
39TX062QX1PZKFO1CMMISVXU3VTX3H,RT @thisisandydahn: Chicago Police say Ã¢â‚¬Å“braveÃ¢â‚¬Ã_ 26-year-old valet employee helped authorities catch two men who robbed the valet stand at guÃ¢â‚¬_,About the police - Positive
39TX062QX1PZKFO1CMMISVXU3VU3XO,Great work by the community in finding her killers. Great work by Chicago Police and Chicago Detectives. This is awÃ¢â‚¬_ https://t.co/kDUDZti6gr,About the police - Positive
39WICJI5ATTOPAOGD4A3PGD5BVR3ZK,Security Beefed Up After Lakeview East Synagogue Firebombed: Chicago police stepped up patrols Monday around the AnÃ¢â‚¬_ https://t.co/2sedyPCS9Z,About the police - Neutral
39WICJI5ATTOPAOGD4A3PGD5BVRZ3G,@MarilynCornelis @RobElgasABC7 @ABC7Chicago @Chicago_Police Are you kidding me that you That you donÃ¢â‚¬â„¢t question anyÃ¢â‚¬_ https://t.co/1F2yATrdg7,About the police - Negative
39WICJI5ATTOPAOGD4A3PGD5BVS3ZL,Clarisa Figueroa is accused of murdering a 19-year-old mother-to-be before cutting out her baby and trying to passÃ¢â‚¬_ https://t.co/ydpny8tozn,About the police - Positive
39WSF6KUV2MF04Q60FGIS9AYIGEEOK,Still am in disbelief about the Marlen Ochoa case. I don't understand how police kept ticketing her car that was paÃ¢â‚¬_ https://t.co/V5dyZ3NYPv,About the police - Negative
39WSF6KUV2MF04Q60FGIS9AYIGEOEU,"Molotov cocktails were thrown at a Chicago synagogue on Sunday and car windows were smashed outside three others, pÃ¢â‚¬_ https://t.co/nRvaj9B2od",Not about the police
39WSF6KUV2MF04Q60FGIS9AYIGFEOL,"The same people whitewashing Joe BidenÃ¢â‚¬â„¢s record will do it for Rahm in a few years, Ã¢â‚¬Å“Black leaders in Chicago reallÃ¢â‚¬_ https://t.co/wHvMQbiZaX",About the police - Positive
39XCQ6V3KY5PFFR9PI1L7FIUKNL56L,1969 on ABC. The murder of Fred Hampton and Mark Clark by Chicago police.,About the police - Negative
39XCQ6V3KY5PFFR9PI1L7FIUKNM56M,"RT @Suntimes: A man claims that he was charged at by a pit bull before shooting it twice in self-defense, according to police. https://t.coÃ¢â‚¬_",About the police - Positive
39XCQ6V3KY5PFFR9PI1L7FIUKNM65N,"1) Big Mike's former chief of staff, #TinaTchen, is wanted for testimony &amp; doc presentation of all interchanges sheÃ¢â‚¬_ https://t.co/oJzG8oPLpq",About the police - Neutral
3A3KKYU7P3ILH1RL8ZVBMBSTUK3WM2,The CPD Moms In Blue and kids were invited and recognized at todayÃ¢â‚¬â„¢s White Sox game. The moms were announced in theÃ¢â‚¬_ https://t.co/Oqktb8nJWR,About the police - Positive
3A3KKYU7P3ILH1RL8ZVBMBSTUK4MWT,RT @scottfloat: Valuable lessons in empathy along with procedure. Virtual reality law enforcement training at @EmergentEprise Enterprise: hÃ¢â‚¬_,About the police - Positive
3A3KKYU7P3ILH1RL8ZVBMBSTUK4WM3,"RT @Suntimes: Congrats, Sergeant Tomasello! https://t.co/tBAkk2rBm2",About the police - Positive
3A520CCNWN1QY0W5QWB0REQTTZAAEH,@KatieKimNBC @Chicago_Police @nbcchicago Were the suspects names revealed?,About the police - Positive
3A520CCNWN1QY0W5QWB0REQTTZAEAL,"Ald. Proco ""Joe"" Moreno was taken into custody Tuesday night on an arrest warrant, Chicago police confirmed. https://t.co/bPegGWDOD2",About the police - Neutral
3A520CCNWN1QY0W5QWB0REQTTZBEAM,"""We believe that she was murdered and we believe that the baby was forcibly removed following that murder,"" said ChÃ¢â‚¬_ https://t.co/IV1pyywTB3",About the police - Positive
3A9LA2FRWSFEENV0R7BKWPY4M0BHX8,"@RookieCityCop Obviously, you are employed by the Chicago Police Department.",About the police - Neutral
3A9LA2FRWSFEENV0R7BKWPY4M0BXHO,RT @DailyMail: Chicago hospital is now under investigation for not calling the police after boy was 'ripped from mother's womb' https://t.cÃ¢â‚¬_,About the police - Negative
3A9LA2FRWSFEENV0R7BKWPY4M0CHX9,"The body of Marlen Ochoa-Uriostegui, 19, reported missing last month was found behind a home in Chicago. https://t.co/hPEZ0yIJDb",About the police - Positive
3AA88CN98P4UGIMI2O0JSVL5GN9KYL,RT @ABC: MORE: Officers are also searching for a separate suspect wanted for smashing three car windows outside synagogues in the Rogers PaÃ¢â‚¬_,About the police - Negative
3AA88CN98P4UGIMI2O0JSVL5GN9YKZ,RT @cbschicago: No Justice: How The Chicago Police Department Has Failed To Solve Thousands Of Rape Cases In Last Decade https://t.co/FvWpoÃ¢â‚¬_,About the police - Negative
3ABAOCJ4R85GX4VZWQW5UMA76JNMQP,@CWBChicago @Chicago_Police I hope they only serve him ChicfilA in the jernt.,About the police - Positive
3ABAOCJ4R85GX4VZWQW5UMA76JNQMT,@nbcchicago How are you going to hold @Chicago_Police accountable and break the blue code of silence?,About the police - Neutral
3ABAOCJ4R85GX4VZWQW5UMA76JOMQQ,YÃ¢â‚¬â„¢all this is the BEAUTIFUL THING about being in #GLUMLIFE. YÃ¢â‚¬â„¢all know I did this #ish the police know I did thisÃ¢â‚¬_ https://t.co/2FdKCuOjgh,About the police - Neutral
3AC6MFV69KJ3JIVFSPZ5TAEFU08ZHM,Earlier this month members of the #OakPark Police Department had the honor of taking part in the St. Jude Police MÃ¢â‚¬_ https://t.co/ly5EgoMTkJ,About the police - Neutral
3AC6MFV69KJ3JIVFSPZ5TAEFU09HZ5,Feds Confirm: Chicago Police Department Is as Corrupt as You Thought It Was https://t.co/KxcSYDGCZW,About the police - Negative
3AC6MFV69KJ3JIVFSPZ5TAEFU09ZHN,BREAKING: A woman and her daughter have been charged with murder in the death of a pregnant 19-year-old whose babyÃ¢â‚¬_ https://t.co/eJLzW4Av0Y,About the police - Negative
3AC6MFV69KJ3JIVFSPZ5TAEFU0AHZ6,Chicago: Police investigating attempted arson and vandalism near synagogues https://t.co/1sBFO58wUy,About the police - Neutral
3ACRLU860NFVHA1XWABWMPAZBHVEBG,"A mother and daughter have been charged with first-degree murder in the death of 19-year-old Marlen Ochoa Lopez, ChÃ¢â‚¬_ https://t.co/hvT00OyvWC",Not about the police
3ACRLU860NFVHA1XWABWMPAZBHWEBH,Mayor Lightfoot's Cabinet Revealed As Top Leaders Of Chicago Police And CPS Keep Their Jobs https://t.co/WAgJqo4N7A via @BlockClubChi,About the police - Positive
3AFT28WXLF3RG9SSWY69DO8QA9LIOX,"Chicago police searching for man suspected of leaving ""Molotov cocktail"" at synagogue https://t.co/KuFtd8jlKQ",About the police - Positive
3AFT28WXLF3RG9SSWY69DO8QA9LOI3,WATCH LIVE: Chicago police to announce the arrest of 3 offenders in the case of 19-year-old Marlen Ochoa-Lopez...https://t.co/EXueoWqPQV,Not about the police
3AJA9FLWSCZXAWFZXVNJQUZCI8UFI8,"Police, prosecutors find fault with legal pot: How do you test drivers for it? - Chicago Daily HeraldÃ¢â‚¬_ https://t.co/ULqVoIREgC",About the police - Positive
3AJA9FLWSCZXAWFZXVNJQUZCI8UIFB,"RT @CivilRights: ""I know our findings can lead to reform and rebuild community-police trust."" -- @CivilRightsAAG Gupta in Chicago: https://Ã¢â‚¬_",About the police - Positive
3APP19WN71FNVCGT6EKCBC9JAW06G5,Illinois meteor: Chicago police camera captures INCREDIBLE blazing fireball https://t.co/rJu8epgR7k,About the police - Neutral
3APP19WN71FNVCGT6EKCBC9JAWZG6E,RT @CBSThisMorning: Chicago's top prosecutor faces new fallout from the decision to drop 16 felony charges against actor Jussie Smollett. TÃ¢â‚¬_,Not about the police
3AQN9REUTFHM2CG8A7EWOIQFWECDY1,"Ep. 3 of @vastmajoritypod, w/ Chicago socialist city councilor @CDRosa. Rosa recently won reelection w/ 5 other newÃ¢â‚¬_ https://t.co/hHCQW0ZBIH",Not about the police
3AQN9REUTFHM2CG8A7EWOIQFWECYDM,RT @HananyaNaftali: An arsonist attempted twice to set fire to a synagogue building in downtown Chicago. #Antisemitism Thankfully there waÃ¢â‚¬_,Not about the police
3ATYLI1PRT3NBKCYEGR9PPNQNOAJOA,"Pregnant 19-year-old's baby cut from her womb after murder, police say https://t.co/TFyld2KoNv",Not about the police
3ATYLI1PRT3NBKCYEGR9PPNQNOAOJF,"RT @rurikab: Last year @UChicago police shot a mentally ill student b/c he vandalized some parked cars. And now, the UCPD helped CPD needlÃ¢â‚¬_",About the police - Positive
3ATYLI1PRT3NBKCYEGR9PPNQNOBJOB,3 Charged in Slaying of Pregnant Chicago Teen https://t.co/5aIe0z0hSF,About the police - Positive
3AXFSPQOYQZT57Z5FD8J2VECVNJFJK,"RT @Suntimes: To make things a little easier over Memorial Day Weekend, construction work will be cut back. https://t.co/om4xAkj8Oz",Not about the police
3AXFSPQOYQZT57Z5FD8J2VECVNJJFO,RT @vicenews: The suspected arson attack against the Chicago synagogue adds to an uptick in suspected arson attempts on houses of worship nÃ¢â‚¬_,Not about the police
3B0MCRZMBRV1IVRXOT98BLES6SCPPX,RT @NaveenM14993552: @SYR98009620 @ChandraVangoor @Inkmonkey3 @palanin @classicbuyers @RamSrini3 @khantastix @SushmaSwaraj @ILStatePolice @Ã¢â‚¬_,About the police - Neutral
3B0MCRZMBRV1IVRXOT98BLES6SDPPY,"Infant ripped from womb of murdered woman, police sources say https://t.co/YiBRyrzlxN via @SunTimes",Not about the police
3B286OTISEIY9GIX4XMROU3LY76AJ2,Large gathering on Michigan Ave right now with @ILVetsAffairs @Chicago_Police @ChicagoFire @AmericanCancer to honorÃ¢â‚¬_ https://t.co/zJiW0Z1zON,About the police - Positive
3B286OTISEIY9GIX4XMROU3LY76JAB,The Latest: DNA tests connected baby to slain mom: CHICAGO (AP) Ã¢â‚¬â€ù TheÃ¢â‚¬_ https://t.co/Bk5RK2Ey2T ExcitingAds! News,Not about the police
3B623HUYJ4RDPV88UTBRK4OD42JS8W,RT @copcrisis: Chicago Had to Pay Citizens over 118 Million Dollars in Payouts Due to Police Misconduct in 2018. There Was an Average of OnÃ¢â‚¬_,Not about the police
3B623HUYJ4RDPV88UTBRK4OD42K8SD,Baby Chase doing better. Thanks _Å¸â„¢Ã¨ God. https://t.co/h8kcl2EI29,Not about the police
3B6F54KMR2DVEVONV82C5U15QWD1SL,RT @Suntimes: JUST IN: Ald. Proco Ã¢â‚¬Å“JoeÃ¢â‚¬Ã_ Moreno was charged with insurance fraud and obstruction of justice Wednesday morning in relation toÃ¢â‚¬_,About the police - Positive
3B6F54KMR2DVEVONV82C5U15QWDS1C,A missing pregnant teenager was found dead with her baby cut from her womb. Her family says it all started with a FÃ¢â‚¬_ https://t.co/BLSzi4hXhN,About the police - Negative
3B6F54KMR2DVEVONV82C5U15QWE1SM,"Since the police are obviously not trying to find Kierra Coles, someone should start a go fund me page to hire a prÃ¢â‚¬_ https://t.co/5yWtUQkUqU",About the police - Positive
3B9J25CZ25EF1YYLB5RWMQKWUT4CSM,Missing pregnant teen found dead with baby cut from womb https://t.co/37CMnnw1HJ,Not about the police
3B9J25CZ25EF1YYLB5RWMQKWUT4SC2,@CWBChicago @Chicago_Police This wasn't a crime a month ago.,About the police - Negative
3B9J25CZ25EF1YYLB5RWMQKWUT5CSN,@CupcakKe_rapper SheÃ¢â‚¬â„¢s out here ending more lives than Chicago Police,About the police - Negative
3B9XR6P1WEW3SQNPABMNJ5NRGPRJB6,"Always remember: Police Officer , Chicago Police Department - https://t.co/4pMfTGRygt https://t.co/cwc8BBrTvu",About the police - Positive
3B9XR6P1WEW3SQNPABMNJ5NRGPSBJZ,"Pregnant 19-year-old's baby cut from her womb after murder, police say https://t.co/84hGJozrMb",Not about the police
3BA7SXOG1JR1OG8VF4BMUUJHI00R87,@beardedginger13 @GiftOfGabby_ @NewLookKnicks @Chicago_Police Lol I live here. No need to tell me. ItÃ¢â‚¬â„¢s the Fourth of July every day.,About the police - Negative
3BA7SXOG1JR1OG8VF4BMUUJHI018RP,RT @ChicagoOIG: Thanks to the #BrightonPark Neighborhood Network and @NathanSDavis1 for hosting our presentation on the #GangDatabase todayÃ¢â‚¬_,Not about the police
3BAKUKE49HDJDGOAGJ27FKW94UU1RX,RT @AmtrakAlerts: UPDATE: Lakeshore Limited Train 48 that departed Chicago (CHI) on 5/18 is back on the move and currently operating aboutÃ¢â‚¬_,Not about the police
3BAKUKE49HDJDGOAGJ27FKW94UUR1N,New Chicago mayor doesnÃ¢â‚¬â„¢t want Chicago police to protect her Ã¢â‚¬Ëœbecause itÃ¢â‚¬â„¢s a very dangerous time in our countryÃ¢â‚¬â„¢ https://t.co/62Pu491ZPc,About the police - Neutral
3BAKUKE49HDJDGOAGJ27FKW94UV1RY,Rabbi Cooper says there is one individual in Chicago who has had their online behavior monitored and has now been rÃ¢â‚¬_ https://t.co/MzYMZGVtbi,Not about the police
3BAWBGQGYL0PH9KTEJOQHRCPSM77VT,@catarina_v_d @Chicago_Police Tweeting at the police while driving? Probably not the smartest idea kitty.,About the police - Neutral
3BAWBGQGYL0PH9KTEJOQHRCPSM7V7H,Facilitating Day 2 of the Field Training and Evaluation Program (@ South Chicago Heights Police Department) https://t.co/TThRh99RwS,About the police - Neutral
3BAWBGQGYL0PH9KTEJOQHRCPSM87VU,@NancyLoo @cgousman @Chicago_Police @WGNNews Praying for Baby Yovani and his family!,About the police - Positive
3BC9H1KCYUDLBIGZR2JMG6F03UHWYS,Feds Confirm: Chicago Police Department Is as Corrupt as You Thought It Was https://t.co/eyrirnpGDD,About the police - Negative
3BC9H1KCYUDLBIGZR2JMG6F03UIWYT,Police say a Chicago woman who sold baby clothes to a pregnant woman and lured her back to her house with an offerÃ¢â‚¬_ https://t.co/o7ERM27PL1,About the police - Neutral
3BCRDCM0ODVSXYCCW55R941CHDGK6L,"RT @wsbtv: Missing pregnant teen found slain with baby cut from womb, Chicago police say: https://t.co/Pk8MVEfIad https://t.co/gpvyr3YeKf",Not about the police
3BCRDCM0ODVSXYCCW55R941CHDH6K8,Chicago politician arrested for filing false police report gets Smollett judge https://t.co/jelHSir7FI,About the police - Negative
3BCRDCM0ODVSXYCCW55R941CHDHK6M,Rookie cop training needed before retired U.S. marshal can run Lightfoot bodyguard detail? https://t.co/NCLfluaGj5 via @SunTimes,About the police - Neutral
3BDORL6HKKE30JY8WGRRWGF08RLCRY,EDITORIAL: High cost of police misconduct is financially breaking our city https://t.co/j0sVDeiYEh,About the police - Positive
3BDORL6HKKE30JY8WGRRWGF08RLRCD,"RT @CNN: Chicago police are on alert after an attempted arson attack and vandalism at synagogues in the city, according to a police departmÃ¢â‚¬_",Not about the police
3BDORL6HKKE30JY8WGRRWGF08RMCRZ,@ABC Sometimes we forgot what Chicago police are dealing with ..,About the police - Positive
3BFF0DJK8XDWNF0WXRMMB0K0IF4STL,"@99freemind Yes, it's true; what's really chilling is the press conference in which the Chicago police representatiÃ¢â‚¬_ https://t.co/X2I40CuKH2",About the police - Negative
3BFNCI9LYKR550IAU9IKYWK612E73W,Chicago police's arson unit investigating 3 Molotov cocktails found outside Lakeview East synagogue https://t.co/zNDSxVTImZ,About the police - Neutral
3BFNCI9LYKR550IAU9IKYWK612F37T,"RT @jmetr22b: Kenneth Johnson was being paid $170,000 a year as a Chicago police commander. At the same time, he was stealing from his deceÃ¢â‚¬_",About the police - Negative
3BFNCI9LYKR550IAU9IKYWK612F73X,"Ald. Joe Moreno Arrested, Police Say: Ald. Joe Moreno was arrested Tuesday night, Chicago police confirmed. PoliceÃ¢â‚¬_ https://t.co/7e3yQNqp8Q",About the police - Negative
3BJKPTD2QCDKM00JI2MHLQF4WDLRTW,RT @TwinklingTania: .@RahmEmanuel was just given a contributor spot on @TheAtlantic &amp; his piece talks about holding the elite accountable.Ã¢â‚¬_,Not about the police
3BJKPTD2QCDKM00JI2MHLQF4WDLTRY,Why people in Chicago talk about ban abortion in Alabama? It not our problem we have lot problems in Chicago!Ã¢â‚¬_ https://t.co/GOmKNkS7pj,Not about the police
3BKZLF990Z0GRLKDFTKGOHXEFT1QYJ,@dkimbocz @Chicago_Police @ChicagoCAPS14 @NDILnews @FBIChicago @DEACHICAGODiv @ATF_Chicago One ha nothing to do witÃ¢â‚¬_ https://t.co/sx1Wbb7mHX,About the police - Neutral
3BKZLF990Z0GRLKDFTKGOHXEFT1YQR,SWAT Responding to Possible Barricade Situation Near University of Chicago: Police https://t.co/mbkDfgt40K,About the police - Neutral
3BO3NEOQM0I2E5YRMF1RCTOLLSHAIQ,"Armored Truck, Cops With Rifles Crowd Chicago Heights Street: A large crowd of Chicago Heights police officersÃ¢â‚¬â€ùinclÃ¢â‚¬_ https://t.co/nBrALneoSA",About the police - Negative
3BO3NEOQM0I2E5YRMF1RCTOLLSHIAY,Hadiya shot dead in Chicago streets Derrion beat to death his skull cracked concrete Rekia Boyd shot by Chicago polÃ¢â‚¬_ https://t.co/5TnaLOvr3d,About the police - Negative
3BPP3MA3TCL7UJN9NN0Q0S64NB9EL3,@mmpadellan So what does the black community do about black on black murders? Every1 screams about the police but cÃ¢â‚¬_ https://t.co/vCPxKasvn6,About the police - Neutral
3BPP3MA3TCL7UJN9NN0Q0S64NBAEL4,Chicago police say the 19-year-old victim was strangled after responding to an offer of free clothes posted on FaceÃ¢â‚¬_ https://t.co/0RHVPpusO0,About the police - Neutral
3BS6ERDL938KJS624OJ45R6MX4JD61,@CWBChicago @Chicago_Police He better call that crooked ass prosecutor that let Smollett out of all his crimes. I hÃ¢â‚¬_ https://t.co/V4vD8VZiIV,About the police - Negative
3BS6ERDL938KJS624OJ45R6MX4K6DV,"Chicago police are on alert after an attempted arson attack and vandalism at synagogues in the city, according to aÃ¢â‚¬_ https://t.co/2ZshenuSd1",About the police - Positive
3BVS8WK9Q0W7XF3JST1N748R3A2IBT,"Three people have been charged after a missing pregnant woman was found dead on Chicago's Southwest Side, accordingÃ¢â‚¬_ https://t.co/FypdCaJnms",About the police - Neutral
3BVS8WK9Q0W7XF3JST1N748R3A3BIN,"Timeline: Investigation Into Murder of Marlen Ochoa: Laying out a horrific narrative, Chicago police detailed theirÃ¢â‚¬_ https://t.co/Z18TFJ0IDp",About the police - Neutral
3C8QQOM6JP2JAOPVJ6QHL74WF4GILG,"A 19-year-old pregnant woman who vanished last month was found dead in a Chicago home, authorities said. Police s...",About the police - Negative
3C8QQOM6JP2JAOPVJ6QHL74WF4GLIJ,Security Beefed Up After Lakeview East Synagogue Firebombed Chicago police stepped up patrols Monday around the AnsÃ¢â‚¬_ https://t.co/dHAVMP4kqj,About the police - Negative
3CESM1J3EI4JSY6TLJOUXFV74KP6W3,~~!VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. CHÃ¢â‚¬_ https://t.co/JHxJS0DTG8,About the police - Negative
3CESM1J3EI4JSY6TLJOUXFV74KPW6T,@CWBChicago @Chicago_Police Jussie Smollett... https://t.co/TsLPFpEEL2,About the police - Negative
3CESM1J3EI4JSY6TLJOUXFV74KQ6W4,"Pregnant woman strangled and has baby cut from womb after responding to offer on Facebook, say Chicago police https://t.co/7qSBY0jqTT",About the police - Neutral
3CIS7GGG65KAD9A3W1SRRF2N021UEC,Police are questioning four people in connection with the disappearance of a 19-year-old pregnant woman from PilsenÃ¢â‚¬_ https://t.co/vDJBholaIj,About the police - Neutral
3CIS7GGG65KAD9A3W1SRRF2N022EUX,Chicago Police Questioning 4 In Pregnant Woman's Disappearance https://t.co/Muu5XFRkuT https://t.co/l7ckxrVxfu,About the police - Positive
3CIS7GGG65KAD9A3W1SRRF2N022UED,RT @ByMattMasterson: .@Chicago_Police still seeking to identify this person in connection with the attempted arson https://t.co/EOTnvDRcv7Ã¢â‚¬_,About the police - Neutral
3CIS7GGG65KAD9A3W1SRRF2N023EUY,Welcome to the east side of chicago where bodies get dropped off and the police claim someone has been shot there.,About the police - Negative
3CKVGCS3PG6V7635ZPYCRPIVL47S09,RT @Ashlee_Rezin: Former Chicago police commander pleads guilty to Social Security theft https://t.co/JhFrL8uR6m via @suntimes,About the police - Positive
3CKVGCS3PG6V7635ZPYCRPIVL480SI,RT @CBSNews: Missing pregnant teen found dead with baby cut from womb https://t.co/fHuGMzo2fM https://t.co/81wIcNYC98,About the police - Positive
3CMIQF80GNRE81A79APO5QDLGJ86QZ,"A missing pregnant woman has been found dead. Her baby was forcibly removed from her womb, police say https://t.co/nr36DqTv8s",About the police - Neutral
3CMIQF80GNRE81A79APO5QDLGJ8Q6J,"Molotov cocktails were thrown at a Chicago synagogue on Sunday and car windows were smashed outside three others, pÃ¢â‚¬_ https://t.co/zw2JebRNfT",Not about the police
3CMIQF80GNRE81A79APO5QDLGJ96Q0,"@chicagotribune 'FordÃ¢â‚¬â„¢s injury stemmed from a Dec. 12, 2017, shooting that began with the then-18-year-old pullingÃ¢â‚¬_ https://t.co/d9hnW9PlNl",Not about the police
3CMV9YRYP32F5Z911OBHX8JWSJ5JLT,RT @ABC7Chicago: Chicago police are using virtual reality technology to put officers in the shoes of someone dealing with a mental health cÃ¢â‚¬_,About the police - Neutral
3CMV9YRYP32F5Z911OBHX8JWSJ5LJV,FOX NEWS: Illinois not alerted to early clues in womb-cutting case Police and Illinois' child welfare agency say stÃ¢â‚¬_ https://t.co/KRn7UOccaZ,About the police - Neutral
3CMV9YRYP32F5Z911OBHX8JWSJ6JLU,@CWBChicago @emzanotti @Chicago_Police I didnÃ¢â‚¬â„¢t think that was a crime in Chicago,Not about the police
3CO05SML7V6J6R3SK0Y71FDZZ2OR0K,"Congratulations to Felicia Davis, former Chicago police officer &amp; head of the mayor's Office of Public Engagement,Ã¢â‚¬_ https://t.co/RoxUIFDBrX",About the police - Positive
3CO05SML7V6J6R3SK0Y71FDZZ2P0RU,WARNING FROM POLICE! Men posing as plumbers and construction workers have been tricking elderly Chicago homeownersÃ¢â‚¬_ https://t.co/b0TncGlCvV,Not about the police
3CRWSLD91K5DCSIJHD415HF7RI5MOH,She called the police. Rule #45855 when living in Chicago: Don't buy cars off Western or Cicero. https://t.co/JavyCuKBER,About the police - Neutral
3CRWSLD91K5DCSIJHD415HF7RI5OMJ,"Chicago Police: 3 arrested after pregnant teen found strangled, baby cut from her body https://t.co/ruycgdEVrb",About the police - Neutral
3CRWSLD91K5DCSIJHD415HF7RI6MOI,@realDonaldTrump BEING FOLLOWED COVERTLY ELECTRONICALLY HARASSED POISONED &amp; SETUP TO BE FRAMED BY RACIST FBI USINGÃ¢â‚¬_ https://t.co/irkUqoE5QY,About the police - Positive
3CVBMEMMXBHKZ8P99U7M2QLGK7W7H3,"@Ashlee_Rezin Policing generates violence, it doesn't prevent it. #DefundPolice #DisarmPolice #DismantlePolice https://t.co/d8tZHlzCWL",About the police - Negative
3CVBMEMMXBHKZ8P99U7M2QLGK7WH7D,Emboldened Ramirez-Rosa to re-introduce most extreme civilian police review plan https://t.co/Ff433feS7uÃ¢â‚¬_ https://t.co/Pcou0eM4DE,About the police - Neutral
3CVBMEMMXBHKZ8P99U7M2QLGK7X7H4,"Pregnant teen's baby cut from womb after her murder, police said: https://t.co/w6ZJxpl75v https://t.co/SCZNEK4xVm",About the police - Negative
3CVBMEMMXBHKZ8P99U7M2QLGK7XH7E,"Chicago Police Did NOT Find On Jussie Smollett's Phone Records Before 'Attack"" He Was In... https://t.co/DVoFAaDaS8",About the police - Negative
3CVDZS288H1J6F5QIALBIN6TZHEFMO,RT @Lisa_Fielding: BREAKING: Three people charged in the death of pregnant teenager #MarlenOchoa whose body was discovered in a garbage canÃ¢â‚¬_,Not about the police
3CVDZS288H1J6F5QIALBIN6TZHEMFV,"Ex-Chicago police commander pleads guilty to stealing $363,000 from Social Security after mother's death https://t.co/PYbe81cqIM",About the police - Negative
3CVDZS288H1J6F5QIALBIN6TZHFMFW,JUST IN: Police are searching for six men wanted for beating and robbing a sleeping CTA passenger on a Red Line traÃ¢â‚¬_ https://t.co/DdadUCzqnE,About the police - Neutral
3CZH926SICFBWBGOHV19EB4T1PE4E0,".@Ald_Villegas Ã¢â‚¬â€ù the mayor's new floor leader Ã¢â‚¬â€ù rises to adjourn the meeting, and Lightfoot wields the gavel for thÃ¢â‚¬_ https://t.co/TF6HjTwDOC",Not about the police
3CZH926SICFBWBGOHV19EB4T1PEE4A,@POTUS BEING STALKED BY FILTH INDIVIDUALS GANGS WORKING WITH CHICAGO/EVERGREEN PARK POLICE TO OPPRESS MY CIVIL RIGHÃ¢â‚¬_ https://t.co/f8OsPMcN5i,About the police - Negative
