HITId, inputtext,Answer.sentiment.label
389A2A304OJF0PE9238CCKEDZ1M0CO, jacoblionello53 ericskelton peopl pleas dont forget jason van dyke chanc snuck line 120 ref,Not about the police
389A2A304OJF0PE9238CCKEDZ1MC00, chicago polic boost presenc jewish school synagogu molotov cocktail found,About the police - Positive
38B7Q9C28G68G2TLS8E2JVNW6J596H, gun violenc becom concentr chicago west side chicagocaps15 cmdr ernest cato say polic,About the police - Negative
38DCH97KHH3QWWPETTJDEUIQ2PSJQI, chicago polic say devic use strangl marlen ochoalopez recov garbag home,About the police - Neutral
38DCH97KHH3QWWPETTJDEUIQ2PSQJP, polic pregnant woman babi cut womb murder,About the police - Negative
38DCH97KHH3QWWPETTJDEUIQ2PTJQJ, molotov cocktail thrown chicago synagogu polic say,About the police - Neutral
38EHZ67RIMTPKF1LTURT08650WEGMO, hate neighborhood chicago polic investig attempt arson vandal near synagogu,About the police - Positive
38EHZ67RIMTPKF1LTURT08650WEMGU, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,Not about the police
38EHZ67RIMTPKF1LTURT08650WFMGV, chicago il wl person interest custodi connect miss pregnant pilsen teen polic say,About the police - Neutral
38F60IALAGIWM6GKOP321UEHNNLT0Z, listen good ol hostag situat chicago polic scanner drive past everi day way back work,Not about the police
38F60IALAGIWM6GKOP321UEHNNM0T7, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Negative
38G0E1M85M6RFKWPRRH1RJQ90X5UVJ, horrif stori chicago polic spokesman say babi isnt expect surviv rip mother,About the police - Neutral
38G0E1M85M6RFKWPRRH1RJQ90X5VUK, look like honeymoon chicago mayor lori lightfoot alreadi go deal wa polic,About the police - Neutral
38LRF35D5LX73BU67HBV8OYQ9DBU3L, polic say school bu struck stray gunfir struck drop student museum scienc,About the police - Neutral
38LRF35D5LX73BU67HBV8OYQ9DCU3M, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Negative
38LRF35D5LX73BU67HBV8OYQ9DD3UW, evanston polic charg chicago man reckless discharg firearm,About the police - Neutral
38O9DZ0A62OXGI8M7ZZN98FI0DV26I, stalk filth individu gang work chicagoevergreen park polic oppress civil right p,About the police - Negative
38O9DZ0A62OXGI8M7ZZN98FI0DV62M, tictoc chicago alway tri blame white man troubl amp hardship life chicago run b,Not about the police
38RHULDV9YGZLI1UNKXJUILCDBJWIM, america watch claim detroit amp chicago purchas softwar datawork plu give polic abil,About the police - Neutral
38RHULDV9YGZLI1UNKXJUILCDBKIW9, polic said woman strangl babi boy cut womb murder,About the police - Neutral
38RHULDV9YGZLI1UNKXJUILCDBKWIN, nhl must realli hate polic firefight em realli shouldnt game 6th place mac v,Not about the police
38VTL6WC4AERYZ1FV1WDQ62NJXEY5E, chicagosmayor chipubschool chipublib worldbizchicago chicagodot chicagopark thechatweet cta,Not about the police
38VTL6WC4AERYZ1FV1WDQ62NJXF5YM, antwon carter brag numer peopl kill chicago polic offic michael bailey found guilti,About the police - Negative
38XPGNCKHT1SYM2ACLQJEFSF1KH4V6, bullshit hike pay damag caus chicago polit tie hand chicago polic,About the police - Positive
38XPGNCKHT1SYM2ACLQJEFSF1KHV4X, aldcardena chicago resili credit go peopl take chin daili basi keep move forwar,Not about the police
38XPGNCKHT1SYM2ACLQJEFSF1KI4V7, chicagopolic look like challeng h,About the police - Neutral
38Z7YZ2SB33U1L58BBYD2T3QPA3QID, chicago politician arrest file fals polic report get smollett judg via nypost,About the police - Positive
3909MD9T2ZILURDD1CXS5F1KQFNFEZ, molotov cocktail thrown chicago synagogu sunday car window smash outsid three other p,About the police - Positive
3909MD9T2ZILURDD1CXS5F1KQFOEFZ, ald proco joe moreno arrest charg file fals polic report,About the police - Negative
391FPZIE4CNMXJ15M20XCIZ0SIUHUG, miss pregnant woman found dead babi forcibl remov womb polic say,About the police - Neutral
391FPZIE4CNMXJ15M20XCIZ0SIUUHT, rebecca canobeltran last seen near 2400 w roosevelt rd accord polic,About the police - Neutral
391JB9X4ZY9UM1X4JLC8Y0YY7DVKMV, chicago su 1297 million polic brutal januari 2011septemb 2014,About the police - Positive
391JB9X4ZY9UM1X4JLC8Y0YY7DVMKX, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Negative
391JB9X4ZY9UM1X4JLC8Y0YY7DWMKY, illinoi meteor chicago polic camera captur incred blaze firebal scienc news,About the police - Neutral
39AYGO6AFFLT54XFTIX71WIGB8L6NC, man want arson attempt synagogu abc news via abc,Not about the police
39AYGO6AFFLT54XFTIX71WIGB8LN6T, joeiskindabor cwbchicago emzanotti chicagopolic ride subway that consol,About the police - Positive
39AYGO6AFFLT54XFTIX71WIGB8M6ND, chicagoarea polic warn zombi raccoon distemp warn zombi raccoon may sound like som,About the police - Positive
39HYCOOPKOMM8VRUR4QLUN38N4YDMB, polic arrest chicago alderman charg alleg lie report car stolen,About the police - Negative
39HYCOOPKOMM8VRUR4QLUN38N4YMDK, jaymalgreen crook alderman sposato trump friend aka fop fight kim jussi here statist,Not about the police
39HYCOOPKOMM8VRUR4QLUN38N4ZMDL, 19yearold pregnant woman found dead chicago babi cut womb polic abc news lookner,About the police - Positive
39I4RL8QGJINGL7Q7W9FZE16T564HG, wttw marlen ochoauriostegui 19 gone chicago home pick free babi cloth strangl babi cut,About the police - Positive
39I4RL8QGJINGL7Q7W9FZE16T574HH, youtub chicagopolic abraham lincoln ident take adhd away next project brai,Not about the police
39I4RL8QGJINGL7Q7W9FZE16T57H4U, ktla marlen ochoalopez nine month pregnant went miss,Not about the police
39KMGHJ4RZBV6XJTQNFSHJCCQCO00U, kratosl there way actual believ mani larg citi new citi chicago,Not about the police
39KV3A5D1889PH3PKOJL64SITID7SO, chicago tribun find 27000 illinoi resid fail surrend firearm account firearm foid car,About the police - Neutral
39KV3A5D1889PH3PKOJL64SITIE7SP, exchicago polic command plead guilti steal 363000 social secur mother death,About the police - Positive
39N6W9XWRDOPEWQZCXF4U3TC96SGYE, babi chase mother thrill recoveri shoot frustrat polic investig everyon looki,About the police - Positive
39N6W9XWRDOPEWQZCXF4U3TC96SYGW, virtual realiti technolog use help train chicago polic offic,About the police - Neutral
39N6W9XWRDOPEWQZCXF4U3TC96TGYF, polic man took electr shop cart drunken shoplift joyrid insid walmart,About the police - Neutral
39O0SQZVJN8XO23C5ZJGGUNM7GU7R0, molotov cocktail thrown chicago synagogu polic say,About the police - Positive
39O0SQZVJN8XO23C5ZJGGUNM7GUR7K, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,About the police - Neutral
39O6Z4JLX2YJWOQKWWSOBQPDUFMVXC, lori lightfoot power alli seek fulfil promis overhaul chicago polic departm,About the police - Positive
39O6Z4JLX2YJWOQKWWSOBQPDUFMXVE, jeffsarcast lauriecrosswel arent popular chicago polic depart,About the police - Neutral
39RRBHZ0AU281JQZXEG98B5O2FJZVC, latest 3 arrest death pregnant woman chicago ap latest slay pregnant chicago w,Not about the police
39RRBHZ0AU281JQZXEG98B5O2FKVZ9, cbschicago heavi polic respons chicago height neighborhood,Not about the police
39RRBHZ0AU281JQZXEG98B5O2FKZVD, pedestrian struck driver identifi polic,About the police - Neutral
39TX062QX1PZKFO1CMMISVXU3VSX3G, photo yesterday candlelight vigil nation polic week nation mall washington,About the police - Positive
39TX062QX1PZKFO1CMMISVXU3VTX3H, thisisandydahn chicago polic say brave 26yearold valet employe help author catch two men rob valet stand gu,About the police - Positive
39TX062QX1PZKFO1CMMISVXU3VU3XO, great work commun find killer great work chicago polic chicago detect aw,About the police - Positive
39WICJI5ATTOPAOGD4A3PGD5BVR3ZK, secur beef lakeview east synagogu firebomb chicago polic step patrol monday around,About the police - Neutral
39WICJI5ATTOPAOGD4A3PGD5BVRZ3G, marilyncorn robelgasabc7 abc7chicago chicagopolic kid dont question,About the police - Negative
39WICJI5ATTOPAOGD4A3PGD5BVS3ZL, clarisa figueroa accus murder 19yearold mothertob cut babi tri pass,About the police - Positive
39WSF6KUV2MF04Q60FGIS9AYIGEEOK, still disbelief marlen ochoa case dont understand polic kept ticket car pa,About the police - Negative
39WSF6KUV2MF04Q60FGIS9AYIGEOEU, molotov cocktail thrown chicago synagogu sunday car window smash outsid three other p,Not about the police
39WSF6KUV2MF04Q60FGIS9AYIGFEOL, peopl whitewash joe biden record rahm year black leader chicago reall,About the police - Positive
39XCQ6V3KY5PFFR9PI1L7FIUKNL56L, 1969 abc murder fred hampton mark clark chicago polic,About the police - Negative
39XCQ6V3KY5PFFR9PI1L7FIUKNM56M, suntim man claim charg pit bull shoot twice selfdefens accord polic,About the police - Positive
39XCQ6V3KY5PFFR9PI1L7FIUKNM65N, 1 big mike former chief staff tinatchen want testimoni amp doc present interchang,About the police - Neutral
3A3KKYU7P3ILH1RL8ZVBMBSTUK3WM2, cpd mom blue kid invit recogn today white sox game mom announc,About the police - Positive
3A3KKYU7P3ILH1RL8ZVBMBSTUK4MWT, scottfloat valuabl lesson empathi along procedur virtual realiti law enforc train emergentepris enterpris h,About the police - Positive
3A3KKYU7P3ILH1RL8ZVBMBSTUK4WM3, suntim congrat sergeant tomasello,About the police - Positive
3A520CCNWN1QY0W5QWB0REQTTZAAEH, katiekimnbc chicagopolic nbcchicago suspect name reveal,About the police - Positive
3A520CCNWN1QY0W5QWB0REQTTZAEAL, ald proco joe moreno taken custodi tuesday night arrest warrant chicago polic confirm,About the police - Neutral
3A520CCNWN1QY0W5QWB0REQTTZBEAM, believ murder believ babi forcibl remov follow murder said ch,About the police - Positive
3A9LA2FRWSFEENV0R7BKWPY4M0BHX8, rookiecitycop obvious employ chicago polic depart,About the police - Neutral
3A9LA2FRWSFEENV0R7BKWPY4M0BXHO, dailymail chicago hospit investig call polic boy rip mother womb,About the police - Negative
3A9LA2FRWSFEENV0R7BKWPY4M0CHX9, bodi marlen ochoauriostegui 19 report miss last month found behind home chicago,About the police - Positive
3AA88CN98P4UGIMI2O0JSVL5GN9KYL, abc offic also search separ suspect want smash three car window outsid synagogu roger pa,About the police - Negative
3AA88CN98P4UGIMI2O0JSVL5GN9YKZ, cbschicago justic chicago polic depart fail solv thousand rape case last decad,About the police - Negative
3ABAOCJ4R85GX4VZWQW5UMA76JNMQP, cwbchicago chicagopolic hope serv chicfila jernt,About the police - Positive
3ABAOCJ4R85GX4VZWQW5UMA76JNQMT, nbcchicago go hold chicagopolic account break blue code silenc,About the police - Neutral
3ABAOCJ4R85GX4VZWQW5UMA76JOMQQ, yall beauti thing glumlif yall know ish polic know,About the police - Neutral
3AC6MFV69KJ3JIVFSPZ5TAEFU08ZHM, earlier month member oakpark polic depart honor take part st jude polic,About the police - Neutral
3AC6MFV69KJ3JIVFSPZ5TAEFU09HZ5, fed confirm chicago polic depart corrupt thought,About the police - Negative
3AC6MFV69KJ3JIVFSPZ5TAEFU09ZHN, break woman daughter charg murder death pregnant 19yearold whose babi,About the police - Negative
3AC6MFV69KJ3JIVFSPZ5TAEFU0AHZ6, chicago polic investig attempt arson vandal near synagogu,About the police - Neutral
3ACRLU860NFVHA1XWABWMPAZBHVEBG, mother daughter charg firstdegre murder death 19yearold marlen ochoa lopez ch,Not about the police
3ACRLU860NFVHA1XWABWMPAZBHWEBH, mayor lightfoot cabinet reveal top leader chicago polic cp keep job via blockclubchi,About the police - Positive
3AFT28WXLF3RG9SSWY69DO8QA9LIOX, chicago polic search man suspect leav molotov cocktail synagogu,About the police - Positive
3AFT28WXLF3RG9SSWY69DO8QA9LOI3, watch live chicago polic announc arrest 3 offend case 19yearold marlen,Not about the police
3AJA9FLWSCZXAWFZXVNJQUZCI8UFI8, polic prosecutor find fault legal pot test driver chicago daili herald,About the police - Positive
3AJA9FLWSCZXAWFZXVNJQUZCI8UIFB, civilright know find lead reform rebuild communitypolic trust civilrightsaag gupta chicago,About the police - Positive
3APP19WN71FNVCGT6EKCBC9JAW06G5, illinoi meteor chicago polic camera captur incred blaze firebal,About the police - Neutral
3APP19WN71FNVCGT6EKCBC9JAWZG6E, cbsthismorn chicago top prosecutor face new fallout decis drop 16 feloni charg actor jussi smollett,Not about the police
3AQN9REUTFHM2CG8A7EWOIQFWECDY1, ep 3 vastmajoritypod w chicago socialist citi councilor cdrosa rosa recent reelect w 5 new,Not about the police
3AQN9REUTFHM2CG8A7EWOIQFWECYDM, hananyanaftali arsonist attempt twice set fire synagogu build downtown chicago antisemit thank wa,Not about the police
3ATYLI1PRT3NBKCYEGR9PPNQNOAJOA, pregnant 19yearold babi cut womb murder polic say,Not about the police
3ATYLI1PRT3NBKCYEGR9PPNQNOAOJF, rurikab last year uchicago polic shot mental ill student bc vandal park car ucpd help cpd needl,About the police - Positive
3ATYLI1PRT3NBKCYEGR9PPNQNOBJOB, 3 charg slay pregnant chicago teen,About the police - Positive
3AXFSPQOYQZT57Z5FD8J2VECVNJFJK, suntim make thing littl easier memori day weekend construct work cut back,Not about the police
3AXFSPQOYQZT57Z5FD8J2VECVNJJFO, vicenew suspect arson attack chicago synagogu add uptick suspect arson attempt hous worship n,Not about the police
3B0MCRZMBRV1IVRXOT98BLES6SCPPX, naveenm14993552 syr98009620 chandravangoor inkmonkey3 palanin classicbuy ramsrini3 khantastix sushmaswaraj ilstatepolic,About the police - Neutral
3B0MCRZMBRV1IVRXOT98BLES6SDPPY, infant rip womb murder woman polic sourc say via suntim,Not about the police
3B286OTISEIY9GIX4XMROU3LY76AJ2, larg gather michigan ave right ilvetsaffair chicagopolic chicagofir americancanc honor,About the police - Positive
3B286OTISEIY9GIX4XMROU3LY76JAB, latest dna test connect babi slain mom chicago ap excitingad news,Not about the police
3B623HUYJ4RDPV88UTBRK4OD42JS8W, copcrisi chicago pay citizen 118 million dollar payout due polic misconduct 2018 averag,Not about the police
3B623HUYJ4RDPV88UTBRK4OD42K8SD, babi chase better thank god,Not about the police
3B6F54KMR2DVEVONV82C5U15QWD1SL, suntim ald proco joe moreno charg insur fraud obstruct justic wednesday morn relat,About the police - Positive
3B6F54KMR2DVEVONV82C5U15QWDS1C, miss pregnant teenag found dead babi cut womb famili say start f,About the police - Negative
3B6F54KMR2DVEVONV82C5U15QWE1SM, sinc polic obvious tri find kierra cole someon start go fund page hire pr,About the police - Positive
3B9J25CZ25EF1YYLB5RWMQKWUT4CSM, miss pregnant teen found dead babi cut womb,Not about the police
3B9J25CZ25EF1YYLB5RWMQKWUT4SC2, cwbchicago chicagopolic wasnt crime month ago,About the police - Negative
3B9J25CZ25EF1YYLB5RWMQKWUT5CSN, cupcakkerapp she end live chicago polic,About the police - Negative
3B9XR6P1WEW3SQNPABMNJ5NRGPRJB6, alway rememb polic offic chicago polic depart,About the police - Positive
3B9XR6P1WEW3SQNPABMNJ5NRGPSBJZ, pregnant 19yearold babi cut womb murder polic say,Not about the police
3BA7SXOG1JR1OG8VF4BMUUJHI00R87, beardedginger13 giftofgabbi newlookknick chicagopolic lol live need tell fourth juli everi day,About the police - Negative
3BA7SXOG1JR1OG8VF4BMUUJHI018RP, chicagooig thank brightonpark neighborhood network nathansdavis1 host present gangdatabas today,Not about the police
3BAKUKE49HDJDGOAGJ27FKW94UU1RX, amtrakalert updat lakeshor limit train 48 depart chicago chi 518 back move current oper,Not about the police
3BAKUKE49HDJDGOAGJ27FKW94UUR1N, new chicago mayor doesnt want chicago polic protect danger time countri,About the police - Neutral
3BAKUKE49HDJDGOAGJ27FKW94UV1RY, rabbi cooper say one individu chicago onlin behavior monitor r,Not about the police
3BAWBGQGYL0PH9KTEJOQHRCPSM77VT, catarinavd chicagopolic tweet polic drive probabl smartest idea kitti,About the police - Neutral
3BAWBGQGYL0PH9KTEJOQHRCPSM7V7H, facilit day 2 field train evalu program south chicago height polic depart,About the police - Neutral
3BAWBGQGYL0PH9KTEJOQHRCPSM87VU, nancyloo cgousman chicagopolic wgnnew pray babi yovani famili,About the police - Positive
3BC9H1KCYUDLBIGZR2JMG6F03UHWYS, fed confirm chicago polic depart corrupt thought,About the police - Negative
3BC9H1KCYUDLBIGZR2JMG6F03UIWYT, polic say chicago woman sold babi cloth pregnant woman lure back hous offer,About the police - Neutral
3BCRDCM0ODVSXYCCW55R941CHDGK6L, wsbtv miss pregnant teen found slain babi cut womb chicago polic say,Not about the police
3BCRDCM0ODVSXYCCW55R941CHDH6K8, chicago politician arrest file fals polic report get smollett judg,About the police - Negative
3BCRDCM0ODVSXYCCW55R941CHDHK6M, rooki cop train need retir us marshal run lightfoot bodyguard detail via suntim,About the police - Neutral
3BDORL6HKKE30JY8WGRRWGF08RLCRY, editori high cost polic misconduct financi break citi,About the police - Positive
3BDORL6HKKE30JY8WGRRWGF08RLRCD, cnn chicago polic alert attempt arson attack vandal synagogu citi accord polic departm,Not about the police
3BDORL6HKKE30JY8WGRRWGF08RMCRZ, abc sometim forgot chicago polic deal,About the police - Positive
3BFF0DJK8XDWNF0WXRMMB0K0IF4STL, 99freemind ye true what realli chill press confer chicago polic representati,About the police - Negative
3BFNCI9LYKR550IAU9IKYWK612E73W, chicago polic arson unit investig 3 molotov cocktail found outsid lakeview east synagogu,About the police - Neutral
3BFNCI9LYKR550IAU9IKYWK612F37T, jmetr22b kenneth johnson paid 170000 year chicago polic command time steal dece,About the police - Negative
3BFNCI9LYKR550IAU9IKYWK612F73X, ald joe moreno arrest polic say ald joe moreno arrest tuesday night chicago polic confirm polic,About the police - Negative
3BJKPTD2QCDKM00JI2MHLQF4WDLRTW, twinklingtania rahmemanuel given contributor spot theatlant amp piec talk hold elit account,Not about the police
3BJKPTD2QCDKM00JI2MHLQF4WDLTRY, peopl chicago talk ban abort alabama problem lot problem chicago,Not about the police
3BKZLF990Z0GRLKDFTKGOHXEFT1QYJ, dkimbocz chicagopolic chicagocaps14 ndilnew fbichicago deachicagodiv atfchicago one ha noth wit,About the police - Neutral
3BKZLF990Z0GRLKDFTKGOHXEFT1YQR, swat respond possibl barricad situat near univers chicago polic,About the police - Neutral
3BO3NEOQM0I2E5YRMF1RCTOLLSHAIQ, armor truck cop rifl crowd chicago height street larg crowd chicago height polic officersincl,About the police - Negative
3BO3NEOQM0I2E5YRMF1RCTOLLSHIAY, hadiya shot dead chicago street derrion beat death skull crack concret rekia boyd shot chicago pol,About the police - Negative
3BPP3MA3TCL7UJN9NN0Q0S64NB9EL3, mmpadellan black commun black black murder every1 scream polic c,About the police - Neutral
3BPP3MA3TCL7UJN9NN0Q0S64NBAEL4, chicago polic say 19yearold victim strangl respond offer free cloth post face,About the police - Neutral
3BS6ERDL938KJS624OJ45R6MX4JD61, cwbchicago chicagopolic better call crook ass prosecutor let smollett crime h,About the police - Negative
3BS6ERDL938KJS624OJ45R6MX4K6DV, chicago polic alert attempt arson attack vandal synagogu citi accord,About the police - Positive
3BVS8WK9Q0W7XF3JST1N748R3A2IBT, three peopl charg miss pregnant woman found dead chicago southwest side accord,About the police - Neutral
3BVS8WK9Q0W7XF3JST1N748R3A3BIN, timelin investig murder marlen ochoa lay horrif narr chicago polic detail,About the police - Neutral
3C8QQOM6JP2JAOPVJ6QHL74WF4GILG, 19yearold pregnant woman vanish last month found dead chicago home author said polic,About the police - Negative
3C8QQOM6JP2JAOPVJ6QHL74WF4GLIJ, secur beef lakeview east synagogu firebomb chicago polic step patrol monday around an,About the police - Negative
3CESM1J3EI4JSY6TLJOUXFV74KP6W3, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 ch,About the police - Negative
3CESM1J3EI4JSY6TLJOUXFV74KPW6T, cwbchicago chicagopolic jussi smollett,About the police - Negative
3CESM1J3EI4JSY6TLJOUXFV74KQ6W4, pregnant woman strangl babi cut womb respond offer facebook say chicago polic,About the police - Neutral
3CIS7GGG65KAD9A3W1SRRF2N021UEC, polic question four peopl connect disappear 19yearold pregnant woman pilsen,About the police - Neutral
3CIS7GGG65KAD9A3W1SRRF2N022EUX, chicago polic question 4 pregnant woman disappear,About the police - Positive
3CIS7GGG65KAD9A3W1SRRF2N022UED, bymattmasterson chicagopolic still seek identifi person connect attempt arson,About the police - Neutral
3CIS7GGG65KAD9A3W1SRRF2N023EUY, welcom east side chicago bodi get drop polic claim someon shot,About the police - Negative
3CKVGCS3PG6V7635ZPYCRPIVL47S09, ashleerezin former chicago polic command plead guilti social secur theft via suntim,About the police - Positive
3CKVGCS3PG6V7635ZPYCRPIVL480SI, cbsnew miss pregnant teen found dead babi cut womb,About the police - Positive
3CMIQF80GNRE81A79APO5QDLGJ86QZ, miss pregnant woman found dead babi forcibl remov womb polic say,About the police - Neutral
3CMIQF80GNRE81A79APO5QDLGJ8Q6J, molotov cocktail thrown chicago synagogu sunday car window smash outsid three other p,Not about the police
3CMIQF80GNRE81A79APO5QDLGJ96Q0, chicagotribun ford injuri stem dec 12 2017 shoot began then18yearold pull,Not about the police
3CMV9YRYP32F5Z911OBHX8JWSJ5JLT, abc7chicago chicago polic use virtual realiti technolog put offic shoe someon deal mental health c,About the police - Neutral
3CMV9YRYP32F5Z911OBHX8JWSJ5LJV, fox news illinoi alert earli clue wombcut case polic illinoi child welfar agenc say st,About the police - Neutral
3CMV9YRYP32F5Z911OBHX8JWSJ6JLU, cwbchicago emzanotti chicagopolic didnt think crime chicago,Not about the police
3CO05SML7V6J6R3SK0Y71FDZZ2OR0K, congratul felicia davi former chicago polic offic amp head mayor offic public engag,About the police - Positive
3CO05SML7V6J6R3SK0Y71FDZZ2P0RU, warn polic men pose plumber construct worker trick elderli chicago homeown,Not about the police
3CRWSLD91K5DCSIJHD415HF7RI5MOH, call polic rule 45855 live chicago dont buy car western cicero,About the police - Neutral
3CRWSLD91K5DCSIJHD415HF7RI5OMJ, chicago polic 3 arrest pregnant teen found strangl babi cut bodi,About the police - Neutral
3CRWSLD91K5DCSIJHD415HF7RI6MOI, realdonaldtrump follow covertli electron harass poison amp setup frame racist fbi use,About the police - Positive
3CVBMEMMXBHKZ8P99U7M2QLGK7W7H3, ashleerezin polic gener violenc doesnt prevent defundpolic disarmpolic dismantlepolic,About the police - Negative
3CVBMEMMXBHKZ8P99U7M2QLGK7WH7D, embolden ramirezrosa reintroduc extrem civilian polic review plan,About the police - Neutral
3CVBMEMMXBHKZ8P99U7M2QLGK7X7H4, pregnant teen babi cut womb murder polic said,About the police - Negative
3CVBMEMMXBHKZ8P99U7M2QLGK7XH7E, chicago polic find jussi smollett phone record attack,About the police - Negative
3CVDZS288H1J6F5QIALBIN6TZHEFMO, lisafield break three peopl charg death pregnant teenag marlenochoa whose bodi discov garbag,Not about the police
3CVDZS288H1J6F5QIALBIN6TZHEMFV, exchicago polic command plead guilti steal 363000 social secur mother death,About the police - Negative
3CVDZS288H1J6F5QIALBIN6TZHFMFW, polic search six men want beat rob sleep cta passeng red line tra,About the police - Neutral
3CZH926SICFBWBGOHV19EB4T1PE4E0, aldvillega mayor new floor leader rise adjourn meet lightfoot wield gavel th,Not about the police
3CZH926SICFBWBGOHV19EB4T1PEE4A, potu stalk filth individu gang work chicagoevergreen park polic oppress civil righ,About the police - Negative
3CZH926SICFBWBGOHV19EB4T1PF4E1, icymi chicagopeacefellow gloria smith execut director black star project reflect chicago polic depa,About the police - Neutral
3CZH926SICFBWBGOHV19EB4T1PFE4B, execut director traci siska cb news discuss polic transpar need,About the police - Positive
3D06DR5225KOAOOI7UZJ4MV2211AM6, desertsista live chicago almost 20 year weve heard indict lot taxpay also paid close 1b,Not about the police
3D06DR5225KOAOOI7UZJ4MV2211MAI, wayand nilofarayoubi crimin woman pretend pregnant amp also post pregnanc pictur fb appar,About the police - Neutral
3D0LPO3EAB0D697X0GSCZC2E0SJOY9, ndilnew feder grand juri indict 4 teen connect violent carjack chicago fbichicago chicagopolic cookcountysa,Not about the police
3D0LPO3EAB0D697X0GSCZC2E0SJYOJ, miss pregnant teen found dead babi cut womb,Not about the police
3D17ECOUOEWRUE385T1BXMTTYGF13U, chicagopolic ndilnew fbichicago deachicagodiv atfchicago well know cant reli da would let go,About the police - Negative
3D17ECOUOEWRUE385T1BXMTTYGF31W, mother daughter arrest allegedli strangl pregnant chicago woman rip babi,Not about the police
3D1TUISJWI1MTECPSKIICU0FSV9IUA, youtub chicagopolic vnilesil flotu tomdart never dui test posit amphetamin everyon,Not about the police
3D1TUISJWI1MTECPSKIICU0FSV9UIM, chicagotribun know anyth park ticket marlen car car also report miss,Not about the police
3D1UCPY6GGA95ENT4EAQCWG1CMK83K, earlier today remain sever incendiari devic found perimet orthodox synagogu c,About the police - Positive
3D1UCPY6GGA95ENT4EAQCWG1CML38G, exchicago polic command plead guilti steal 363000 social secur mother death,About the police - Negative
3D3B8GE892SGQ8BQ74DBPVED1OU9PM, thomasb23853663 cwbchicago erictendian chicagopolic wonder hell get juici fruit deal,About the police - Neutral
3D3B8GE892SGQ8BQ74DBPVED1OUP92, presid trump obnoxi pervertedli rape want justic done potu secretservic hillaryclinton,Not about the police
3D3B8GE892SGQ8BQ74DBPVED1OV9PN, naomihab molotov cocktail found outsid synagogu put chicago polic high alert vice news,Not about the police
3D3B8GE892SGQ8BQ74DBPVED1OVP93, cwbchicago chicagopolic dismiss right,About the police - Neutral
3D42WVSDH8WJ0WU41D9MCIT08RSFYE, neighbor creat memori marlen ochoa outsid home polic say murder,About the police - Negative
3D42WVSDH8WJ0WU41D9MCIT08RSYFX, incom chicago mayor path histor polic reform,About the police - Negative
3D4BBDG7ZHXBHHD6LQQVEICK2D63CM, bravewrit think link famili chicago whose child kill polic there mani,About the police - Negative
3D4BBDG7ZHXBHHD6LQQVEICK2D6C3V, polic girl 15 miss archer height chicago suntim,About the police - Negative
3D5G8J4N5A5CF7H0RMRRMN47HJYTVR, r kelli pay 40000 back child support payment face sex abus charg,Not about the police
3D5G8J4N5A5CF7H0RMRRMN47HJYVTT, nancyloo chicagopolic wgnnew sad world,About the police - Negative
3D7VY91L65YTTYTAD8ZFZXF8KJMMBD, polic suburban chicago warn pet owner zombi raccoon here see one,Not about the police
3D7VY91L65YTTYTAD8ZFZXF8KJNBM3, royalpratt file chicago tribun editori thing piss mayor rahm emanuel,About the police - Negative
3DA79LNS59WS3YFH7CLL3SCOQZ5T3U, three charg pregnant woman strangl babi cut womb chicago polic,Not about the police
3DA79LNS59WS3YFH7CLL3SCOQZ63T5, ambiti rigor excit disturb new research report clareangelyn lauramoy ongo mi,Not about the police
3DFYDSXB2W1IOPWVA23IOVFF5AYJUN, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 ch,About the police - Negative
3DFYDSXB2W1IOPWVA23IOVFF5AZJUO, chicago polic live polic scanner via youtub,Not about the police
3DGDV62G7OA5QOQRMVYWF86ZVIK2PN, chicago polic seek suspect arson attempt synagogu,About the police - Positive
3DGDV62G7OA5QOQRMVYWF86ZVIKP2A, dickdurbin jbpritzker govraun cia secretservic fbiwfo fbichicago,Not about the police
3DGDV62G7OA5QOQRMVYWF86ZVIL2PO, chicagosfines19 bftfchicago cpdmemori bftfnyc bftfdalla brotherhoodfwt2 brotherfallscpd chicagopd19,About the police - Neutral
3DIIW4IV8PWNCGIADER0ZQ2LTIL4I9, cookcountysao ndilnew fbichicago chicagopolic lol chicago polic hate,About the police - Negative
3DIIW4IV8PWNCGIADER0ZQ2LTIM4IA, fed confirm chicago polic depart corrupt thought,About the police - Positive
3DQYSJDTYLC2UD4Y163EBM1RUKJEXP, jess49477596 whatsfilmingon saw chicago polic car bu confus chicago polic,About the police - Neutral
3DQYSJDTYLC2UD4Y163EBM1RUKJXE8, chicago man musatdin rop told author messag allah want take destroy casino,Not about the police
3DQYSJDTYLC2UD4Y163EBM1RUKKEXQ, chriscampolei cwbchicago chicagopolic lucki isnt crime chicago,About the police - Negative
